name,taxon_id,ancestry,family
Atherigona varia,716319,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/70144/354287/321701,70144
Atherix ibis,738294,48460/1/47120/372739/47158/184884/47822/48091/372865/342679/154586/172975,154586
Atherix marginata,1090465,48460/1/47120/372739/47158/184884/47822/48091/372865/342679/154586/172975,154586
Atheroides brevicornis,1088734,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/373389/517706/917365,52381
Atheroides hirtellus,1458134,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/373389/517706/917365,52381
Atheroides serrulatus,917364,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/373389/517706/917365,52381
Atheta aegra,1086299,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/178243,47951
Atheta aeneicollis,1234538,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta aeneipennis,988014,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta amicula,267549,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/178243,47951
Atheta aquatica,988013,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta atomaria,1048477,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/178243,47951
Atheta atramentaria,342208,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta autumnalis,988012,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta basicornis,457464,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/212148,47951
Atheta benickiella,988024,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/178243,47951
Atheta boletophila,988022,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta brunneipennis,988020,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta cadaverina,988503,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta canescens,988019,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/174007,47951
Atheta castanoptera,988017,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta cauta,988018,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta celata,457474,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/174007,47951
Atheta cinnamoptera,988033,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta corvina,1020203,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/987671,47951
Atheta crassicornis,988031,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta cribrata,1020208,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1004937,47951
Atheta dadopora,457481,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/174007,47951
Atheta divisa,988030,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta ebenina,988029,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta ermischi,1086301,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta europaea,988028,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta euryptera,988027,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta excellens,988254,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1428275,47951
Atheta fimorum,1086293,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta fungicola,988025,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta gagatina,577639,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta ganglbaueri,988034,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta graminicola,457488,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/178413,47951
Atheta graminicola,1462997,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta harwoodi,988045,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta hybrida,577642,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta hypnorum,988044,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta incognita,988043,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta inquinula,988042,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/178243,47951
Atheta intermedia,988041,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta ischnocera,988040,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta laevana,988038,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta laevicauda,988037,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta laticeps,1049269,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta laticollis,988035,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta liliputana,1086292,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta liturata,988036,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta longicornis,457495,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta macrocera,988053,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta marcida,988052,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/173829,47951
Atheta melanaria,988051,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1020206,47951
Atheta minuscula,1050653,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta monticola,1428276,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1428275,47951
Atheta myrmecobia,988050,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta nidicola,988048,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta nigra,386280,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/174007,47951
Atheta nigripes,988057,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta nigritula,988056,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta oblita,1048652,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta occulta,988253,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1428275,47951
Atheta pallidicornis,577640,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta paracrassicornis,988073,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta pasadenae,485903,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta picipes,988071,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta pilicornis,988069,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta procera,988070,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta puberula,1445889,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/987671,47951
Atheta puncticollis,988068,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta ravilla,988067,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta scapularis,988066,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta setigera,988065,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta sodalis,577641,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta sodermani,1048654,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta sordidula,988064,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta strandiella,988063,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta subsinuata,457531,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta subtilis,988061,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/178243,47951
Atheta taxiceroides,1047837,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/1261289,47951
Atheta triangulum,549469,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365700,47951
Atheta trinotata,386281,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta vestita,457535,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978/1365699,47951
Atheta vilis,1050654,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/990720,47951
Atheta xanthopus,988060,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Atheta zosterae,988059,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/203242/373644/373863/172978,47951
Athetis gluteosa,784512,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/120451/243823/124859,48670
Athetis pallustris,483521,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/120451/243823/124859,48670
Atholus bimaculatus,214554,48460/1/47120/372739/47158/184884/47208/71130/372870/68870/68869/373450/534896/172974,68869
Atholus corvinus,864818,48460/1/47120/372739/47158/184884/47208/71130/372870/68870/68869/373450/534896/172974,68869
Atholus duodecimstriatus,988076,48460/1/47120/372739/47158/184884/47208/71130/372870/68870/68869/373450/534896/172974,68869
Atholus praetermissus,988075,48460/1/47120/372739/47158/184884/47208/71130/372870/68870/68869/373450/534896/172974,68869
Atholus viennai,903318,48460/1/47120/372739/47158/184884/47208/71130/372870/68870/68869/373450/534896/172974,68869
Athous bicolor,130621,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/519559/519560/86722,53248
Athous campyloides,456244,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/519559/519560/86722,53248
Athous haemorrhoidalis,130622,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/519559/519560/86722,53248
Athous ineptus,1247325,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/519559/519560/86722,53248
Athous subfuscus,494566,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/519559/519560/86722,53248
Athous vittatus,130624,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/519559/519560/86722,53248
Athous zebei,883059,48460/1/47120/372739/47158/184884/47208/71130/372854/47207/53248/460786/519559/519560/86722,53248
Athrips amoenella,875406,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips asarinella,1287359,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips medjella,1287372,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips mouffetella,214567,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips nigricostella,875407,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips pruinosella,988077,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips rancidella,477163,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips tetrapunctella,806597,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athrips thymifoliella,1287388,48460/1/47120/372739/47158/184884/47157/55518/55519/205596/347082/172966,55519
Athripsodes albifrons,507697,48460/1/47120/372739/47158/184884/62164/372875/173238/85862/507698,85862
Athripsodes aterrimus,546198,48460/1/47120/372739/47158/184884/62164/372875/173238/85862/507698,85862
Athripsodes bilineatus,752774,48460/1/47120/372739/47158/184884/62164/372875/173238/85862/507698,85862
Athripsodes braueri,1236926,48460/1/47120/372739/47158/184884/62164/372875/173238/85862/507698,85862
Athripsodes cinereus,546201,48460/1/47120/372739/47158/184884/62164/372875/173238/85862/507698,85862
Athripsodes commutatus,988081,48460/1/47120/372739/47158/184884/62164/372875/173238/85862/507698,85862
Athroolopha pennigeraria,528779,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/528780,49530
Athrycia impressa,321730,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/367245/469692/321731,51953
Athrycia trepida,321732,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/356157/51953/367245/469692/321731,51953
Athyroglossa glabra,626826,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/499168/1077763/329854,84670
Athyroglossa nudiuscula,883162,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/499168/1077763/329854,84670
Athyroglossa ordinata,1101193,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/499168/1077763/329854,84670
Athysanus argentarius,204626,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/147368/174612,53237
Atissa limosina,1087447,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/484831/484832/329856,84670
Atissa pygmaea,1087448,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/84670/484831/484832/329856,84670
Atlantopsocus personatus,917187,48460/1/47120/372739/47158/184884/83187/144300/474468/120991/918140,120991
